Sales Id,Region,Country,Item Type,Sales Channel,Order Priority,,,
2725,Australia and Oceania,Kiribati,Office Supplies,Offline,L,,,
2726,Central America and the Caribbean,Saint Kitts and Nevis ,Meat,Online,L,,,
2727,Middle East and North Africa,Tunisia ,Clothes,Online,H,,,
2728,Middle East and North Africa,Somalia,Cosmetics,Online,C,,,
2729,Australia and Oceania,Solomon Islands,Vegetables,Online,C,,,
2730,Middle East and North Africa,Tunisia ,Cereal,Offline,M,,,
2731,Sub-Saharan Africa,Cameroon,Snacks,Online,H,,,
2732,Europe,France,Cosmetics,Online,M,,,
2733,Middle East and North Africa,Egypt,Meat,Online,H,,,
2734,Europe,Romania,Fruits,Offline,M,,,
2735,Europe,Romania,Personal Care,Online,L,,,
2736,Sub-Saharan Africa,Kenya,Snacks,Online,H,,,
2737,Sub-Saharan Africa,Tanzania,Baby Food,Offline,M,,,
2738,Sub-Saharan Africa,Comoros,Fruits,Online,L,,,
2739,Australia and Oceania,Vanuatu,Office Supplies,Online,C,,,
2740,Australia and Oceania,Fiji,Office Supplies,Offline,C,,,
2741,Central America and the Caribbean,Costa Rica,Cosmetics,Online,C,,,
2742,Europe,Iceland,Fruits,Offline,H,,,
2743,Sub-Saharan Africa,Burkina Faso,Office Supplies,Online,L,,,
2744,Middle East and North Africa,Morocco,Cosmetics,Offline,H,,,
2745,Central America and the Caribbean,Guatemala,Cereal,Offline,L,,,
2746,Sub-Saharan Africa,South Africa,Meat,Offline,C,,,
2747,Sub-Saharan Africa,Zimbabwe,Snacks,Online,C,,,
2748,Asia,India,Fruits,Offline,L,,,
2749,Europe,Liechtenstein,Baby Food,Online,M,,,
2750,Central America and the Caribbean,Guatemala,Fruits,Online,C,,,
2751,Asia,Taiwan,Beverages,Online,H,,,
2752,Sub-Saharan Africa,Lesotho,Baby Food,Online,M,,,
2753,Europe,Greece,Fruits,Online,M,,,
2754,Australia and Oceania,Tuvalu,Household,Offline,H,,,
2755,Sub-Saharan Africa,Cape Verde,Snacks,Offline,C,,,
2756,Sub-Saharan Africa,Tanzania,Office Supplies,Offline,L,,,
2757,Sub-Saharan Africa,Togo,Beverages,Online,M,,,
2758,Europe,Malta,Baby Food,Offline,C,,,
2759,Asia,Kazakhstan,Snacks,Online,L,,,
2760,Sub-Saharan Africa,Gabon,Beverages,Online,H,,,
2761,Europe,Macedonia,Vegetables,Online,C,,,
2762,Europe,Bulgaria,Office Supplies,Online,H,,,
2763,Central America and the Caribbean,Cuba,Cosmetics,Offline,C,,,
2764,Sub-Saharan Africa,Guinea-Bissau,Personal Care,Online,H,,,
2765,Europe,Czech Republic,Household,Offline,L,,,
2766,Asia,Laos,Fruits,Online,L,,,
2767,Sub-Saharan Africa,Chad,Baby Food,Online,H,,,
2768,Europe,Germany,Clothes,Offline,L,,,
2769,Asia,China,Cereal,Online,C,,,
2770,Asia,Myanmar,Personal Care,Offline,L,,,
2771,Sub-Saharan Africa,Namibia,Personal Care,Offline,H,,,
2772,Australia and Oceania,Australia,Personal Care,Offline,L,,,
2773,Australia and Oceania,Australia,Snacks,Offline,M,,,
2774,Sub-Saharan Africa,Lesotho,Household,Online,M,,,
2775,Europe,Georgia,Cereal,Online,H,,,
2776,Sub-Saharan Africa,Seychelles ,Vegetables,Online,H,,,
2777,Europe,Malta,Cosmetics,Online,H,,,
2778,Central America and the Caribbean,Belize,Clothes,Offline,M,,,
2779,Sub-Saharan Africa,Cameroon,Snacks,Offline,C,,,
2780,Central America and the Caribbean,Dominica,Cosmetics,Offline,C,,,
2781,Australia and Oceania,Marshall Islands,Vegetables,Online,L,,,
2782,Sub-Saharan Africa,Niger,Cereal,Offline,C,,,
2783,Middle East and North Africa,Somalia,Beverages,Online,L,,,
2784,Europe,Spain,Fruits,Offline,L,,,
2785,Sub-Saharan Africa,South Sudan,Meat,Offline,M,,,
2786,Asia,Bangladesh,Beverages,Offline,H,,,
2787,Europe,Lithuania,Household,Offline,M,,,
2788,Asia,Brunei,Baby Food,Online,L,,,
2789,Central America and the Caribbean,Panama,Snacks,Online,L,,,
2790,Europe,Romania,Vegetables,Offline,H,,,
2791,Central America and the Caribbean,Guatemala,Cosmetics,Offline,H,,,
2792,North America,Canada,Office Supplies,Online,L,,,
2793,Central America and the Caribbean,Jamaica,Personal Care,Offline,M,,,
2794,Central America and the Caribbean,Saint Kitts and Nevis ,Personal Care,Online,L,,,
2795,Middle East and North Africa,Somalia,Clothes,Online,H,,,
2796,Europe,Portugal,Snacks,Online,C,,,
2797,Middle East and North Africa,Tunisia ,Cereal,Online,L,,,
2798,Australia and Oceania,East Timor,Baby Food,Offline,C,,,
2799,Sub-Saharan Africa,Comoros,Household,Online,C,,,
2800,Middle East and North Africa,Libya,Meat,Online,H,,,
2801,Australia and Oceania,Australia,Office Supplies,Online,L,,,
2802,Sub-Saharan Africa,Djibouti,Household,Offline,L,,,
2803,Europe,Moldova ,Baby Food,Online,C,,,
2804,Middle East and North Africa,Iran,Meat,Offline,H,,,
2805,Asia,Japan,Snacks,Offline,H,,,
2806,Europe,Romania,Beverages,Online,M,,,
2807,Sub-Saharan Africa,Madagascar,Cereal,Online,C,,,
2808,Sub-Saharan Africa,Guinea-Bissau,Fruits,Offline,L,,,
2809,Asia,Brunei,Personal Care,Offline,M,,,
2810,Europe,Vatican City,Snacks,Offline,L,,,
2811,Middle East and North Africa,Qatar,Cereal,Online,H,,,
2812,Europe,Lithuania,Clothes,Online,H,,,
2813,Middle East and North Africa,Tunisia ,Beverages,Online,H,,,
2814,Europe,Denmark,Clothes,Online,C,,,
2815,Asia,Tajikistan,Fruits,Online,L,,,
2816,Europe,Serbia,Office Supplies,Online,M,,,
2817,Middle East and North Africa,Algeria,Baby Food,Online,L,,,
2818,Europe,Andorra,Beverages,Online,H,,,
2819,Sub-Saharan Africa,Swaziland,Clothes,Online,M,,,
2820,Europe,Liechtenstein,Vegetables,Offline,L,,,
2821,Asia,Turkmenistan,Baby Food,Offline,C,,,
2822,Sub-Saharan Africa,Kenya,Office Supplies,Offline,H,,,
2823,Australia and Oceania,Fiji,Snacks,Online,H,,,
2824,Central America and the Caribbean,Cuba,Clothes,Offline,L,,,
2825,Central America and the Caribbean,Dominican Republic,Cosmetics,Offline,H,,,
2826,Middle East and North Africa,Saudi Arabia,Personal Care,Offline,C,,,
2827,Sub-Saharan Africa,Angola,Clothes,Online,M,,,
2828,Europe,Macedonia,Beverages,Offline,L,,,
2829,Australia and Oceania,Kiribati,Snacks,Online,C,,,
2830,Asia,South Korea,Meat,Online,L,,,
2831,Europe,San Marino,Household,Online,C,,,
2832,Europe,Cyprus,Baby Food,Online,M,,,
2833,Central America and the Caribbean,Cuba,Cereal,Online,L,,,
2834,Central America and the Caribbean,Saint Lucia,Personal Care,Offline,M,,,
2835,Sub-Saharan Africa,Liberia,Clothes,Online,C,,,
2836,Sub-Saharan Africa,Central African Republic,Fruits,Offline,M,,,
2837,Australia and Oceania,Australia,Cosmetics,Offline,H,,,
2838,Europe,Lithuania,Beverages,Offline,H,,,
2839,Asia,Bhutan,Office Supplies,Online,H,,,
2840,Australia and Oceania,Nauru,Beverages,Online,H,,,
2841,Europe,Greece,Vegetables,Offline,L,,,
2842,Sub-Saharan Africa,Gabon,Household,Offline,C,,,
2843,North America,Canada,Household,Online,C,,,
2844,Europe,Slovenia,Cosmetics,Online,H,,,
2845,Europe,Cyprus,Snacks,Offline,H,,,
2846,Asia,Nepal,Fruits,Offline,C,,,
2847,Sub-Saharan Africa,Guinea-Bissau,Snacks,Online,C,,,
2848,Sub-Saharan Africa,Cote d'Ivoire,Vegetables,Offline,H,,,
2849,Middle East and North Africa,Kuwait,Clothes,Offline,M,,,
2850,Sub-Saharan Africa,Mozambique,Household,Online,L,,,
2851,Asia,Uzbekistan,Cosmetics,Offline,L,,,
2852,Asia,South Korea,Office Supplies,Online,M,,,
2853,Europe,Latvia,Office Supplies,Online,L,,,
2854,Europe,Georgia,Vegetables,Online,C,,,
2855,Asia,China,Clothes,Online,L,,,
2856,Sub-Saharan Africa,Tanzania,Snacks,Online,L,,,
2857,Europe,Czech Republic,Cereal,Online,H,,,
2858,Asia,Nepal,Vegetables,Online,H,,,
2859,Sub-Saharan Africa,Sao Tome and Principe,Baby Food,Online,H,,,
2860,Central America and the Caribbean,Saint Kitts and Nevis ,Clothes,Offline,C,,,
2861,Europe,Latvia,Snacks,Online,M,,,
2862,Europe,Netherlands,Beverages,Offline,M,,,
2863,Asia,Brunei,Beverages,Online,M,,,
2864,Sub-Saharan Africa,Central African Republic,Vegetables,Offline,L,,,
2865,Asia,Bhutan,Baby Food,Offline,C,,,
2866,Sub-Saharan Africa,Mauritius ,Fruits,Offline,H,,,
2867,Australia and Oceania,Australia,Snacks,Offline,H,,,
2868,Europe,Serbia,Snacks,Offline,M,,,
2869,Central America and the Caribbean,Barbados,Snacks,Offline,L,,,
2870,Central America and the Caribbean,Honduras,Household,Offline,C,,,
2871,Australia and Oceania,Tonga,Baby Food,Online,L,,,
2872,Europe,Latvia,Office Supplies,Online,L,,,
2873,Europe,Serbia,Vegetables,Offline,M,,,
2874,Middle East and North Africa,Tunisia ,Vegetables,Online,H,,,
2875,Central America and the Caribbean,Guatemala,Personal Care,Offline,L,,,
2876,Sub-Saharan Africa,Rwanda,Office Supplies,Online,C,,,
2877,Middle East and North Africa,Azerbaijan,Baby Food,Online,M,,,
2878,Asia,Taiwan,Meat,Online,M,,,
2879,Middle East and North Africa,Jordan,Clothes,Offline,L,,,
2880,Middle East and North Africa,Somalia,Baby Food,Online,L,,,
2881,Asia,Bhutan,Snacks,Online,M,,,
2882,Central America and the Caribbean,Panama,Fruits,Online,M,,,
2883,Middle East and North Africa,Afghanistan,Snacks,Offline,H,,,
2884,Australia and Oceania,Samoa ,Vegetables,Offline,C,,,
2885,Europe,Malta,Fruits,Online,C,,,
2886,Middle East and North Africa,Kuwait,Baby Food,Offline,M,,,
2887,Sub-Saharan Africa,Sudan,Baby Food,Online,M,,,
2888,Europe,Russia,Clothes,Offline,M,,,
2889,Sub-Saharan Africa,Namibia,Fruits,Offline,M,,,
2890,Middle East and North Africa,Oman,Snacks,Online,C,,,
2891,Sub-Saharan Africa,Malawi,Meat,Offline,M,,,
2892,Asia,Tajikistan,Vegetables,Online,H,,,
2893,Central America and the Caribbean,Haiti,Cosmetics,Offline,M,,,
2894,Asia,Singapore,Baby Food,Offline,C,,,
2895,Europe,Bulgaria,Meat,Offline,H,,,
2896,Europe,Finland,Office Supplies,Offline,L,,,
2897,Middle East and North Africa,Kuwait,Fruits,Offline,L,,,
2898,Middle East and North Africa,United Arab Emirates,Clothes,Offline,M,,,
2899,Sub-Saharan Africa,Mauritius ,Fruits,Offline,C,,,
2900,North America,Greenland,Cosmetics,Online,M,,,
2901,Australia and Oceania,Samoa ,Household,Online,M,,,
2902,Asia,Nepal,Fruits,Online,M,,,
2903,Sub-Saharan Africa,Cote d'Ivoire,Beverages,Offline,M,,,
2904,Asia,Sri Lanka,Clothes,Offline,L,,,
2905,Europe,Greece,Household,Offline,M,,,
2906,Asia,Bhutan,Snacks,Online,C,,,
2907,Europe,Montenegro,Clothes,Online,C,,,
2908,Europe,Romania,Meat,Offline,L,,,
2909,Sub-Saharan Africa,Ghana,Meat,Offline,C,,,
2910,Europe,Lithuania,Meat,Offline,C,,,
2911,Europe,Iceland,Baby Food,Offline,M,,,
2912,Asia,Brunei,Meat,Online,H,,,
2913,Central America and the Caribbean,Cuba,Fruits,Online,L,,,
2914,Sub-Saharan Africa,Chad,Household,Online,L,,,
2915,Australia and Oceania,East Timor,Beverages,Offline,C,,,
2916,Middle East and North Africa,Bahrain,Cereal,Online,H,,,
2917,Middle East and North Africa,Oman,Fruits,Online,H,,,
2918,Europe,Bosnia and Herzegovina,Meat,Offline,C,,,
2919,Europe,Switzerland,Personal Care,Offline,M,,,
2920,Europe,Croatia,Office Supplies,Online,C,,,
2921,Asia,Nepal,Clothes,Online,H,,,
2922,Central America and the Caribbean,Haiti,Cosmetics,Online,C,,,
2923,Europe,United Kingdom,Vegetables,Online,C,,,
2924,Sub-Saharan Africa,South Africa,Clothes,Online,M,,,
2925,Central America and the Caribbean,Grenada,Snacks,Online,L,,,
2926,Asia,India,Baby Food,Offline,M,,,
2927,Europe,Ireland,Vegetables,Offline,M,,,
2928,Middle East and North Africa,Tunisia ,Vegetables,Offline,M,,,
2929,Middle East and North Africa,Algeria,Snacks,Online,L,,,
2930,Australia and Oceania,Papua New Guinea,Cereal,Online,L,,,
2931,Europe,San Marino,Snacks,Offline,C,,,
2932,Sub-Saharan Africa,Senegal,Fruits,Online,H,,,
2933,Middle East and North Africa,Algeria,Beverages,Offline,M,,,
2934,Sub-Saharan Africa,Niger,Household,Offline,C,,,
2935,Middle East and North Africa,Saudi Arabia,Cereal,Online,L,,,
2936,Asia,Mongolia,Snacks,Offline,C,,,
2937,Asia,Brunei,Vegetables,Offline,L,,,
2938,Asia,India,Baby Food,Online,L,,,
2939,Asia,Kazakhstan,Fruits,Offline,L,,,
2940,Europe,France,Fruits,Offline,H,,,
2941,Asia,Turkmenistan,Fruits,Online,L,,,
2942,Australia and Oceania,Palau,Vegetables,Offline,M,,,
2943,Europe,Cyprus,Meat,Online,L,,,
2944,Asia,South Korea,Snacks,Offline,M,,,
2945,Australia and Oceania,Australia,Beverages,Online,M,,,
2946,Asia,Kazakhstan,Beverages,Online,C,,,
2947,Europe,Russia,Cosmetics,Offline,H,,,
2948,Central America and the Caribbean,Haiti,Personal Care,Offline,M,,,
2949,Sub-Saharan Africa,Kenya,Personal Care,Offline,C,,,
2950,Sub-Saharan Africa,Burkina Faso,Snacks,Online,H,,,
2951,Sub-Saharan Africa,Togo,Office Supplies,Online,L,,,
2952,Europe,Malta,Beverages,Online,M,,,
2953,Asia,Thailand,Meat,Offline,H,,,
2954,Middle East and North Africa,Yemen,Vegetables,Offline,M,,,
2955,Asia,Bhutan,Meat,Offline,L,,,
2956,Sub-Saharan Africa,Tanzania,Baby Food,Online,H,,,
2957,Europe,Georgia,Clothes,Online,H,,,
2958,Middle East and North Africa,Oman,Clothes,Offline,L,,,
2959,Middle East and North Africa,Libya,Meat,Online,L,,,
2960,Europe,Moldova ,Baby Food,Offline,C,,,
2961,Sub-Saharan Africa,South Sudan,Household,Offline,H,,,
2962,Australia and Oceania,Marshall Islands,Cosmetics,Offline,C,,,
2963,Sub-Saharan Africa,Uganda,Snacks,Offline,H,,,
2964,Europe,Montenegro,Cosmetics,Offline,C,,,
2965,Asia,Philippines,Office Supplies,Online,L,,,
2966,Sub-Saharan Africa,Nigeria,Snacks,Online,C,,,
2967,Europe,Sweden,Personal Care,Offline,H,,,
2968,Europe,Czech Republic,Clothes,Offline,L,,,
2969,Europe,Moldova ,Fruits,Online,M,,,
2970,Europe,Cyprus,Cereal,Offline,H,,,
2971,Europe,Luxembourg,Baby Food,Online,L,,,
2972,Europe,Spain,Beverages,Online,M,,,
2973,Middle East and North Africa,Yemen,Vegetables,Online,C,,,
2974,Sub-Saharan Africa,Liberia,Baby Food,Online,M,,,
2975,Asia,Indonesia,Vegetables,Offline,M,,,
2976,Europe,Greece,Beverages,Online,M,,,
2977,Asia,China,Beverages,Online,M,,,
2978,Central America and the Caribbean,Trinidad and Tobago,Snacks,Offline,C,,,
2979,Sub-Saharan Africa,Kenya,Clothes,Offline,L,,,
2980,Europe,Czech Republic,Beverages,Online,M,,,
2981,Asia,Singapore,Fruits,Offline,C,,,
2982,Europe,Croatia,Beverages,Offline,H,,,
2983,Asia,South Korea,Personal Care,Offline,M,,,
2984,Sub-Saharan Africa,Madagascar,Fruits,Offline,L,,,
2985,Australia and Oceania,Australia,Personal Care,Offline,M,,,
2986,Middle East and North Africa,Jordan,Fruits,Online,C,,,
2987,Middle East and North Africa,United Arab Emirates,Beverages,Offline,L,,,
2988,Middle East and North Africa,Iran,Baby Food,Offline,C,,,
2989,Sub-Saharan Africa,South Africa,Baby Food,Offline,H,,,
2990,Sub-Saharan Africa,Burkina Faso,Fruits,Offline,L,,,
2991,Sub-Saharan Africa,Mali,Baby Food,Offline,M,,,
2992,Sub-Saharan Africa,Sierra Leone,Meat,Offline,M,,,
2993,Europe,Greece,Snacks,Online,L,,,
2994,Middle East and North Africa,Iraq,Baby Food,Offline,L,,,
2995,Asia,Philippines,Cereal,Online,C,,,
2996,Europe,Austria,Beverages,Online,H,,,
2997,Sub-Saharan Africa,Mali,Cosmetics,Offline,M,,,
2998,Asia,Sri Lanka,Snacks,Online,C,,,
2999,North America,Mexico,Vegetables,Online,C,,,
3000,Sub-Saharan Africa,Niger,Office Supplies,Online,H,,,
3001,Central America and the Caribbean,Guatemala,Office Supplies,Online,M,,,
3002,Sub-Saharan Africa,South Sudan,Beverages,Offline,L,,,
3003,North America,United States of America,Cereal,Online,L,,,
3004,Sub-Saharan Africa,Zimbabwe,Vegetables,Online,L,,,
3005,Middle East and North Africa,Egypt,Household,Offline,M,,,
3006,Sub-Saharan Africa,South Sudan,Office Supplies,Online,M,,,
3007,Europe,Ukraine,Office Supplies,Offline,H,,,
3008,Australia and Oceania,Kiribati,Snacks,Offline,H,,,
3009,Sub-Saharan Africa,Tanzania,Fruits,Online,C,,,
3010,Europe,Vatican City,Household,Offline,L,,,
3011,Sub-Saharan Africa,Senegal,Household,Online,M,,,
3012,Europe,Bulgaria,Cereal,Offline,H,,,
3013,Middle East and North Africa,Kuwait,Fruits,Online,M,,,
3014,Middle East and North Africa,Pakistan,Clothes,Offline,H,,,
3015,Australia and Oceania,Samoa ,Baby Food,Online,M,,,
3016,Europe,Monaco,Vegetables,Online,L,,,
3017,Europe,Serbia,Beverages,Offline,H,,,
3018,Europe,Ireland,Baby Food,Online,H,,,
3019,Europe,Andorra,Personal Care,Online,C,,,
3020,Sub-Saharan Africa,Democratic Republic of the Congo,Snacks,Offline,M,,,
3021,Middle East and North Africa,Algeria,Meat,Online,H,,,
3022,Europe,Latvia,Personal Care,Online,L,,,
3023,Middle East and North Africa,Egypt,Clothes,Offline,L,,,
3024,Central America and the Caribbean,Costa Rica,Clothes,Offline,L,,,
3025,Central America and the Caribbean,Honduras,Fruits,Offline,L,,,
3026,Sub-Saharan Africa,Burundi,Clothes,Offline,M,,,
3027,Asia,South Korea,Personal Care,Online,C,,,
3028,Europe,Liechtenstein,Office Supplies,Online,M,,,
3029,Europe,Armenia,Vegetables,Online,L,,,
3030,Central America and the Caribbean,Saint Vincent and the Grenadines,Household,Online,C,,,
3031,Europe,France,Office Supplies,Online,H,,,
3032,Central America and the Caribbean,Guatemala,Beverages,Online,L,,,
3033,Central America and the Caribbean,Antigua and Barbuda ,Beverages,Offline,L,,,
3034,Sub-Saharan Africa,Central African Republic,Personal Care,Online,L,,,
3035,Europe,Netherlands,Office Supplies,Offline,M,,,
3036,Central America and the Caribbean,El Salvador,Personal Care,Online,L,,,
3037,Sub-Saharan Africa,Niger,Vegetables,Offline,M,,,
3038,Middle East and North Africa,Saudi Arabia,Household,Online,H,,,
3039,Sub-Saharan Africa,The Gambia,Snacks,Online,M,,,
3040,Sub-Saharan Africa,Kenya,Meat,Online,C,,,
3041,North America,Canada,Snacks,Offline,M,,,
3042,Sub-Saharan Africa,Angola,Fruits,Offline,H,,,
3043,Sub-Saharan Africa,Central African Republic,Snacks,Offline,L,,,
3044,Central America and the Caribbean,The Bahamas,Baby Food,Online,C,,,
3045,Asia,South Korea,Meat,Online,H,,,
3046,Europe,Kosovo,Office Supplies,Offline,C,,,
3047,Sub-Saharan Africa,Angola,Clothes,Online,L,,,
3048,Europe,Finland,Fruits,Offline,L,,,
3049,Sub-Saharan Africa,Mauritania,Personal Care,Offline,H,,,
3050,Sub-Saharan Africa,Niger,Meat,Online,M,,,
3051,Asia,South Korea,Household,Online,L,,,
3052,North America,Greenland,Office Supplies,Online,C,,,
3053,Middle East and North Africa,Lebanon,Vegetables,Offline,C,,,
3054,Europe,Italy,Clothes,Online,M,,,
3055,Europe,Belarus,Snacks,Offline,C,,,
3056,North America,United States of America,Beverages,Offline,C,,,
3057,Central America and the Caribbean,Saint Kitts and Nevis ,Baby Food,Offline,H,,,
3058,Europe,Poland,Cosmetics,Offline,H,,,
3059,Sub-Saharan Africa,Kenya,Office Supplies,Offline,H,,,
3060,Sub-Saharan Africa,Kenya,Clothes,Offline,L,,,
3061,Europe,United Kingdom,Household,Online,C,,,
3062,Europe,Norway,Fruits,Offline,M,,,
3063,Sub-Saharan Africa,Zimbabwe,Snacks,Offline,L,,,
3064,Central America and the Caribbean,Saint Lucia,Fruits,Offline,H,,,
3065,Middle East and North Africa,United Arab Emirates,Clothes,Online,M,,,
3066,Sub-Saharan Africa,Lesotho,Baby Food,Online,L,,,
3067,Asia,Sri Lanka,Cereal,Offline,H,,,
3068,North America,Mexico,Personal Care,Offline,M,,,
3069,Middle East and North Africa,Yemen,Vegetables,Offline,L,,,
3070,Sub-Saharan Africa,Sao Tome and Principe,Clothes,Offline,C,,,
3071,Sub-Saharan Africa,Guinea,Personal Care,Online,C,,,
3072,Sub-Saharan Africa,Sudan,Baby Food,Online,M,,,
3073,Australia and Oceania,Kiribati,Household,Offline,M,,,
3074,Asia,Laos,Personal Care,Offline,L,,,
3075,Europe,Bosnia and Herzegovina,Vegetables,Online,C,,,
3076,Asia,Malaysia,Household,Offline,M,,,
3077,Sub-Saharan Africa,Burkina Faso,Baby Food,Offline,H,,,
3078,Sub-Saharan Africa,Namibia,Beverages,Offline,L,,,
3079,Asia,Taiwan,Clothes,Online,M,,,
3080,Europe,Ukraine,Beverages,Online,M,,,
3081,Sub-Saharan Africa,Uganda,Meat,Offline,M,,,
3082,Central America and the Caribbean,Antigua and Barbuda ,Snacks,Offline,H,,,
3083,Central America and the Caribbean,Guatemala,Beverages,Online,C,,,
3084,Central America and the Caribbean,Honduras,Snacks,Offline,H,,,
3085,Asia,Cambodia,Office Supplies,Online,L,,,
3086,Central America and the Caribbean,Panama,Household,Offline,C,,,
3087,Middle East and North Africa,Jordan,Cosmetics,Online,L,,,
3088,Sub-Saharan Africa,Lesotho,Clothes,Offline,C,,,
3089,Europe,Malta,Baby Food,Offline,L,,,
3090,Europe,Slovenia,Meat,Offline,M,,,
3091,Middle East and North Africa,Yemen,Personal Care,Online,C,,,
3092,Europe,Moldova ,Snacks,Offline,M,,,
3093,Europe,Vatican City,Office Supplies,Online,L,,,
3094,Europe,United Kingdom,Personal Care,Online,C,,,
3095,Middle East and North Africa,Tunisia ,Meat,Offline,M,,,
3096,Australia and Oceania,Federated States of Micronesia,Vegetables,Offline,H,,,
3097,Sub-Saharan Africa,Equatorial Guinea,Snacks,Online,M,,,
3098,Asia,Uzbekistan,Fruits,Online,L,,,
3099,North America,Mexico,Cereal,Offline,M,,,
3100,Sub-Saharan Africa,The Gambia,Vegetables,Offline,C,,,
3101,Europe,Portugal,Personal Care,Online,H,,,
3102,Sub-Saharan Africa,Equatorial Guinea,Meat,Offline,M,,,
3103,North America,United States of America,Personal Care,Online,C,,,
3104,Middle East and North Africa,Turkey,Fruits,Offline,C,,,
3105,Asia,Singapore,Snacks,Online,C,,,
3106,Sub-Saharan Africa,Djibouti,Snacks,Offline,H,,,
3107,Sub-Saharan Africa,Burkina Faso,Cosmetics,Offline,C,,,
3108,Sub-Saharan Africa,Sao Tome and Principe,Cosmetics,Offline,L,,,
3109,Asia,Laos,Snacks,Online,M,,,
3110,North America,Canada,Fruits,Offline,C,,,
3111,Europe,Denmark,Cereal,Online,H,,,
3112,Australia and Oceania,Nauru,Office Supplies,Online,C,,,
3113,Sub-Saharan Africa,Ghana,Clothes,Offline,H,,,
3114,North America,Greenland,Baby Food,Offline,C,,,
3115,Australia and Oceania,Australia,Personal Care,Offline,H,,,
3116,Australia and Oceania,Palau,Cereal,Online,H,,,
3117,Central America and the Caribbean,El Salvador,Snacks,Offline,C,,,
3118,Middle East and North Africa,Algeria,Vegetables,Online,H,,,
3119,Sub-Saharan Africa,Sao Tome and Principe,Snacks,Online,L,,,
3120,Europe,Austria,Office Supplies,Online,L,,,
3121,Australia and Oceania,Samoa ,Vegetables,Offline,L,,,
3122,Sub-Saharan Africa,Liberia,Personal Care,Offline,L,,,
3123,Europe,Vatican City,Baby Food,Online,C,,,
3124,Europe,Estonia,Clothes,Offline,H,,,
3125,Europe,Belgium,Vegetables,Online,L,,,
3126,Sub-Saharan Africa,Senegal,Clothes,Online,M,,,
3127,Europe,Georgia,Meat,Offline,L,,,
3128,Europe,United Kingdom,Cosmetics,Offline,H,,,
3129,Australia and Oceania,Solomon Islands,Fruits,Offline,L,,,
3130,Sub-Saharan Africa,Gabon,Fruits,Online,M,,,
3131,Sub-Saharan Africa,Equatorial Guinea,Vegetables,Online,H,,,
3132,Middle East and North Africa,Saudi Arabia,Baby Food,Online,M,,,
3133,Europe,Malta,Cosmetics,Online,C,,,
3134,Sub-Saharan Africa,Swaziland,Cosmetics,Online,L,,,
3135,Asia,Myanmar,Snacks,Online,H,,,
3136,Sub-Saharan Africa,Swaziland,Vegetables,Online,C,,,
3137,Asia,Indonesia,Vegetables,Offline,M,,,
3138,Sub-Saharan Africa,Benin,Clothes,Offline,H,,,
3139,Sub-Saharan Africa,Mauritania,Fruits,Offline,C,,,
3140,Sub-Saharan Africa,Tanzania,Meat,Online,C,,,
3141,Middle East and North Africa,Pakistan,Baby Food,Offline,H,,,
3142,Europe,Spain,Fruits,Offline,H,,,
3143,Europe,Croatia,Household,Online,L,,,
3144,Central America and the Caribbean,Trinidad and Tobago,Household,Online,H,,,
3145,Europe,Kosovo,Vegetables,Online,H,,,
3146,Sub-Saharan Africa,Lesotho,Beverages,Offline,L,,,
3147,Australia and Oceania,Vanuatu,Meat,Offline,C,,,
3148,Central America and the Caribbean,Costa Rica,Cereal,Offline,C,,,
3149,Australia and Oceania,Marshall Islands,Personal Care,Offline,M,,,
3150,Australia and Oceania,Kiribati,Beverages,Online,M,,,
3151,Europe,Albania,Clothes,Offline,H,,,
3152,Asia,South Korea,Beverages,Online,H,,,
3153,Europe,Austria,Beverages,Offline,C,,,
3154,Europe,Germany,Office Supplies,Offline,L,,,
3155,North America,Mexico,Clothes,Offline,H,,,
3156,Europe,Ukraine,Office Supplies,Online,C,,,
3157,Sub-Saharan Africa,Nigeria,Household,Online,C,,,
3158,Europe,Poland,Clothes,Offline,M,,,
3159,Middle East and North Africa,Oman,Clothes,Online,H,,,
3160,Europe,Georgia,Snacks,Online,C,,,
3161,Australia and Oceania,Tuvalu,Beverages,Offline,M,,,
3162,Central America and the Caribbean,Panama,Cereal,Offline,C,,,
3163,Sub-Saharan Africa,Central African Republic,Beverages,Offline,C,,,
3164,Australia and Oceania,Solomon Islands,Vegetables,Offline,L,,,
3165,Middle East and North Africa,Algeria,Baby Food,Offline,H,,,
3166,Europe,Bosnia and Herzegovina,Personal Care,Online,L,,,
3167,Europe,Latvia,Office Supplies,Online,L,,,
3168,Sub-Saharan Africa,Liberia,Fruits,Offline,C,,,
3169,Sub-Saharan Africa,Equatorial Guinea,Cereal,Offline,M,,,
3170,Sub-Saharan Africa,Sierra Leone,Personal Care,Offline,H,,,
3171,Sub-Saharan Africa,Republic of the Congo,Personal Care,Online,M,,,
3172,Middle East and North Africa,Libya,Personal Care,Online,C,,,
3173,Asia,Vietnam,Office Supplies,Online,H,,,
3174,Sub-Saharan Africa,Djibouti,Cosmetics,Offline,H,,,
3175,Asia,Kyrgyzstan,Personal Care,Online,H,,,
3176,Central America and the Caribbean,Jamaica,Clothes,Online,M,,,
3177,Sub-Saharan Africa,Kenya,Cosmetics,Offline,M,,,
3178,Europe,Bosnia and Herzegovina,Household,Online,C,,,
3179,Sub-Saharan Africa,Rwanda,Household,Online,C,,,
